year,quarter,company_id,sector,revenue,profit_margin,profit,stock_price,pe_ratio,debt_to_equity,dividend_yield,market_cap
2000,3,Company_8,Utilities,1077323223.69,0.23,245037731.16,193.13,0.79,0.91,0.01,8867082940.25
2000,3,Company_9,Utilities,1197025804.1,0.25,298194064.37,214.59,0.72,2.02,0.04,20111708082.96
2000,3,Company_10,Healthcare,1316728384.51,0.27,356536381.32,236.05,0.66,1.46,0.01,22363314015.51
2000,3,Company_11,Technology,1436430964.91,0.29,420064681.99,257.51,0.61,1.46,0.0,16278394153.27
2000,3,Company_12,Consumer Goods,1556133545.32,0.31,488778966.38,278.97,0.57,0.51,0.03,14069907502.22
2000,3,Company_13,Finance,1675836125.73,0.34,562679234.51,300.43,0.53,0.64,0.02,8992191257.24
2000,3,Company_14,Finance,1795538706.14,0.36,641765486.37,321.89,0.5,2.16,0.01,10294791949.23
2000,3,Company_15,Finance,1915241286.55,0.38,726037721.95,343.34,0.47,1.38,0.03,21302495644.33
2000,3,Company_16,Technology,2034943866.96,0.4,815495941.26,364.8,0.45,1.0,0.01,8108061878.99
2000,3,Company_17,Utilities,2154646447.37,0.42,910140144.3,386.26,0.42,1.15,0.02,4695305443.48
2000,3,Company_18,Energy,2274349027.78,0.44,1009970331.07,407.72,0.4,1.07,0.02,33744733235.93
2000,3,Company_19,Finance,2394051608.19,0.47,1114986501.57,429.18,0.38,0.32,0.02,36448627605.32
2000,3,Company_20,Utilities,2513754188.6,0.49,1225188655.79,450.64,0.37,1.91,0.02,43463495348.73
2000,3,Company_21,Healthcare,2633456769.01,0.51,1340576793.74,472.1,0.35,2.0,0.0,38140872415.64
2000,3,Company_22,Utilities,2753159349.42,0.53,1461150915.43,493.56,0.34,1.56,0.02,29523931367.65
2000,3,Company_23,Finance,2872861929.83,0.55,1586911020.83,515.02,0.32,1.27,0.03,18903373833.5
2000,3,Company_24,Manufacturing,2992564510.24,0.57,1717857109.97,536.48,0.31,1.4,0.03,48895968320.87
2000,3,Company_25,Technology,3112267090.65,0.6,1853989182.84,557.93,0.3,1.59,0.03,11048774285.03
2000,4,Company_1,Manufacturing,284427831.96,0.06,17999477.17,43.96,2.44,1.18,0.04,2169987815.04
2000,4,Company_2,Finance,426641747.94,0.08,34713277.4,65.93,1.9,1.09,0.01,5645445105.04
2000,4,Company_3,Utilities,568855663.92,0.1,56569785.39,87.91,1.55,1.59,0.03,3313883037.46
2000,4,Company_4,Manufacturing,711069579.9,0.12,83569001.14,109.89,1.31,1.49,0.04,2137484698.59
2000,4,Company_5,Consumer Goods,853283495.89,0.14,115710924.65,131.87,1.14,1.04,0.01,4491662349.28
2000,4,Company_6,Energy,995497411.87,0.15,152995555.93,153.84,1.01,2.18,0.02,6392084266.77
2000,4,Company_7,Consumer Goods,1137711327.85,0.17,195422894.97,175.82,0.9,1.24,0.03,8429695709.44
2000,4,Company_8,Utilities,1279925243.83,0.19,242992941.78,197.8,0.81,0.88,0.02,17168421253.01
2000,4,Company_9,Consumer Goods,1422139159.81,0.21,295705696.34,219.78,0.74,0.95,0.02,15971610272.45
2000,4,Company_10,Energy,1564353075.79,0.23,353561158.67,241.76,0.68,0.78,0.01,6888300231.37
2000,4,Company_11,Technology,1706566991.77,0.24,416559328.76,263.73,0.63,1.63,0.01,13932343530.35
2000,4,Company_12,Technology,1848780907.75,0.26,484700206.61,285.71,0.59,1.54,-0.0,23362554833.2
2000,4,Company_13,Healthcare,1990994823.73,0.28,557983792.22,307.69,0.55,1.71,0.01,10814114832.55
2000,4,Company_14,Utilities,2133208739.71,0.3,636410085.6,329.67,0.52,,0.02,16412661076.49
2000,4,Company_15,Consumer Goods,2275422655.7,0.32,719979086.74,351.64,0.49,0.59,0.03,14487705949.85
2000,4,Company_16,Finance,2417636571.68,0.33,808690795.64,373.62,0.46,0.92,0.01,17174127208.62
2000,4,Company_17,Finance,2559850487.66,0.35,902545212.31,395.6,0.44,1.41,0.05,11731836290.07
2000,4,Company_18,Utilities,2702064403.64,0.37,1001542336.73,417.58,0.42,1.22,0.02,35812159390.04
2000,4,Company_19,Healthcare,2844278319.62,0.39,1105682168.92,439.56,0.4,1.14,0.02,8815316806.56
2000,4,Company_20,Technology,2986492235.6,0.41,1214964708.88,461.53,0.38,0.98,0.02,10970274708.5
2000,4,Company_21,Finance,3128706151.58,0.42,1329389956.59,483.51,0.36,1.8,0.04,24005781835.11
2000,4,Company_22,Finance,3270920067.56,0.44,1448957912.07,505.49,0.35,1.19,0.02,50092746562.15
2000,4,Company_23,Healthcare,3413133983.54,0.46,1573668575.31,527.47,0.34,1.41,0.02,11332355925.58
2000,4,Company_24,Energy,3555347899.52,0.48,1703521946.31,549.44,0.32,1.17,0.01,42408892441.29
2000,4,Company_25,Finance,3697561815.5,0.5,1838518025.07,571.42,0.31,0.91,0.02,36295213265.97
2001,1,Company_1,Energy,213640698.67,0.08,17620729.56,28.84,1.64,1.15,0.03,2763081585.48
2001,1,Company_2,Consumer Goods,320461048.01,0.11,33982835.57,43.26,1.27,1.45,0.0,2848332301.21
2001,1,Company_3,Technology,427281397.35,0.13,55379435.75,57.68,1.04,0.84,0.02,4336005133.01
2001,1,Company_4,Technology,534101746.68,0.15,81810530.08,72.1,0.88,0.7,0.01,3639090442.64
2001,1,Company_5,Finance,640922096.02,0.18,113276118.58,86.52,0.76,1.62,0.0,1401087212.19
2001,1,Company_6,Utilities,747742445.35,0.2,149776201.23,100.94,0.67,1.44,0.0,5757972774.49
2001,1,Company_7,Healthcare,854562794.69,0.22,191310778.04,115.36,0.6,0.98,0.03,10371798593.72
2001,1,Company_8,Finance,961383144.03,0.25,237879849.01,129.78,0.55,1.19,0.04,5694346148.92
2001,1,Company_9,Healthcare,1068203493.36,0.27,289483414.14,144.2,0.5,1.47,0.01,12831847194.34
2001,1,Company_10,Technology,1175023842.7,0.29,346121473.43,158.62,0.46,1.24,0.02,4771349148.38
2001,1,Company_11,Energy,1281844192.04,0.32,407794026.88,173.04,0.42,1.74,0.04,11264618827.14
2001,1,Company_12,Technology,1388664541.37,0.34,474501074.49,187.46,0.4,,0.02,12891774477.6
2001,1,Company_13,Healthcare,1495484890.71,0.37,546242616.25,201.88,0.37,1.3,0.03,9040280271.69
2001,1,Company_14,Consumer Goods,1602305240.05,0.39,623018652.18,216.3,0.35,0.46,0.01,16762993966.86
2001,1,Company_15,Technology,1709125589.38,0.41,704829182.26,230.72,0.33,1.26,0.02,9683360803.94
2001,1,Company_16,Finance,1815945938.72,0.44,791674206.51,245.14,0.31,1.29,0.02,6562400046.64
2001,1,Company_17,Healthcare,1922766288.05,0.46,883553724.91,259.56,0.29,1.41,0.02,18004316528.22
2001,1,Company_18,Utilities,2029586637.39,0.48,980467737.47,273.98,0.28,1.32,0.0,4302373324.81
2001,1,Company_19,Healthcare,2136406986.73,0.51,1082416244.19,288.4,0.27,1.35,0.01,18798543928.7
2001,1,Company_20,Technology,2243227336.06,0.53,1189399245.07,302.82,0.25,0.78,0.0,8927716024.54
2001,1,Company_21,Energy,2350047685.4,0.55,1301416740.11,317.24,0.24,1.48,0.01,6359836120.04
2001,1,Company_22,Utilities,2456868034.74,0.58,1418468729.31,331.66,0.23,1.45,0.0,6303017873.38
2001,1,Company_23,Energy,2563688384.07,0.6,1540555212.66,346.08,0.22,1.17,0.03,19292201054.08
2001,1,Company_24,Healthcare,2670508733.41,0.62,1667676190.18,360.5,0.22,1.48,0.03,7527427254.28
2001,1,Company_25,Finance,2777329082.75,0.65,1799831661.85,374.92,0.21,1.22,0.02,37041090689.39
2001,2,Company_1,Energy,219512891.1,0.1,21901804.41,32.67,1.49,1.09,0.02,2139026023.4
2001,2,Company_2,Consumer Goods,329269336.65,0.13,42239194.22,49.01,1.16,1.53,0.02,2578108030.39
2001,2,Company_3,Finance,439025782.19,0.16,68834242.43,65.34,0.95,1.12,0.02,4608200938.28
2001,2,Company_4,Finance,548782227.74,0.19,101686949.04,81.68,0.8,1.21,0.02,6575389733.69
2001,2,Company_5,Healthcare,658538673.29,0.21,140797314.05,98.01,0.7,0.69,0.03,6163003344.53
2001,2,Company_6,Finance,768295118.84,0.24,186165337.47,114.35,0.61,0.78,0.03,2546311170.95
2001,2,Company_7,Healthcare,878051564.39,0.27,237791019.29,130.68,0.55,1.27,0.03,4816289803.17
2001,2,Company_8,Healthcare,987808009.94,0.3,295674359.51,147.02,0.5,0.14,0.03,10442733920.97
2001,2,Company_9,Finance,1097564455.48,0.33,359815358.13,163.36,0.45,1.3,0.02,7922690130.69
2001,2,Company_10,Technology,1207320901.03,0.36,430214015.16,179.69,0.42,1.69,0.01,10310542568.94
2001,2,Company_11,Healthcare,1317077346.58,0.38,506870330.59,196.03,0.39,1.02,0.03,17815731608.34
2001,2,Company_12,Consumer Goods,1426833792.13,0.41,589784304.42,212.36,0.36,1.2,0.02,7586125195.93
2001,2,Company_13,Technology,1536590237.68,0.44,678955936.65,228.7,0.34,1.47,0.04,19843661358.99
2001,2,Company_14,Energy,1646346683.23,0.47,774385227.28,245.03,0.32,0.82,0.02,7812393778.52
2001,2,Company_15,Consumer Goods,1756103128.77,0.5,876072176.32,261.37,0.3,1.31,0.02,10526085799.12
2001,2,Company_16,Manufacturing,1865859574.32,0.53,984016783.76,277.7,0.28,0.75,0.02,5742670023.41
2001,2,Company_17,Technology,1975616019.87,0.56,1098219049.6,294.04,0.27,1.27,0.02,25852479782.74
2001,2,Company_18,Utilities,2085372465.42,0.58,1218678973.85,310.38,0.25,0.94,0.01,29458601595.88
2001,2,Company_19,Energy,2195128910.97,0.61,1345396556.49,326.71,0.24,1.0,0.02,15595605027.14
2001,2,Company_20,Manufacturing,2304885356.52,0.64,1478371797.54,343.05,0.23,1.45,0.04,25896393050.74
2001,2,Company_21,Finance,2414641802.06,0.67,1617604696.99,359.38,0.22,0.87,0.02,12377430010.32
2001,2,Company_22,Utilities,2524398247.61,0.7,1763095254.85,375.72,0.21,0.3,0.01,24939640008.73
2001,2,Company_23,Finance,2634154693.16,0.73,1914843471.1,392.05,0.2,1.31,0.02,36936569779.61
2001,2,Company_24,Technology,2743911138.71,0.76,2072849345.76,408.39,0.2,0.81,0.01,21192213485.98
2001,2,Company_25,Energy,2853667584.26,0.78,2237112878.82,424.73,0.19,1.22,0.01,6861678725.5
2001,3,Company_1,Finance,311180789.88,0.14,44947094.88,43.86,0.98,1.56,0.02,1203178165.29
2001,3,Company_2,Technology,466771184.83,0.19,86683682.98,65.79,0.76,1.64,0.02,1683491495.32
2001,3,Company_3,Technology,622361579.77,0.23,141262298.2,87.71,0.62,1.05,0.03,8736807915.2
2001,3,Company_4,Healthcare,777951974.71,0.27,208682940.52,109.64,0.53,1.33,0.01,4221913500.07
2001,3,Company_5,Technology,933542369.65,0.31,288945609.95,131.57,0.46,1.13,0.02,6896083537.84
2001,3,Company_6,Consumer Goods,1089132764.6,0.35,382050306.48,153.5,0.4,1.35,0.02,5909805796.46
2001,3,Company_7,Healthcare,1244723159.54,0.39,487997030.13,175.43,0.36,1.28,0.02,9140849121.25
2001,3,Company_8,Healthcare,1400313554.48,0.43,606785780.89,197.36,0.33,1.04,0.01,10463995686.18
2001,3,Company_9,Energy,1555903949.42,0.47,738416558.75,219.28,0.3,1.06,0.03,5676483191.38
2001,3,Company_10,Finance,1711494344.36,0.52,882889363.72,241.21,0.27,1.27,0.02,12562763851.59
2001,3,Company_11,Manufacturing,1867084739.31,0.56,1040204195.81,263.14,0.25,1.05,0.02,8083301072.22
2001,3,Company_12,Finance,2022675134.25,0.6,1210361055.0,285.07,0.24,1.01,0.02,8652937052.92
2001,3,Company_13,Manufacturing,2178265529.19,0.64,1393359941.3,307.0,0.22,2.01,0.01,13965412975.72
2001,3,Company_14,Technology,2333855924.13,0.68,1589200854.7,328.93,0.21,1.65,0.02,4743649277.77
2001,3,Company_15,Healthcare,2489446319.08,0.72,1797883795.22,350.86,0.2,0.62,-0.0,23941604744.75
2001,3,Company_16,Energy,2645036714.02,0.76,2019408762.85,372.78,0.18,1.53,0.02,21826101895.67
2001,3,Company_17,Technology,2800627108.96,0.8,2253775757.58,394.71,0.18,1.11,0.01,9498324712.41
2001,3,Company_18,Energy,2956217503.9,0.85,2500984779.42,416.64,0.17,0.71,0.04,12753582409.55
2001,3,Company_19,Energy,3111807898.84,0.89,2761035828.37,438.57,0.16,1.56,0.02,28607696693.32
2001,3,Company_20,Energy,3267398293.79,0.93,3033928904.43,460.5,0.15,,0.03,10108187403.68
2001,3,Company_21,Finance,3422988688.73,0.97,3319664007.6,482.43,0.15,1.89,0.02,48174419198.86
2001,3,Company_22,Finance,3578579083.67,1.01,3618241137.88,504.35,0.14,1.01,0.03,18571127470.39
2001,3,Company_23,Consumer Goods,3734169478.61,1.05,3929660295.27,526.28,0.13,1.73,0.02,39817742835.25
2001,3,Company_24,Consumer Goods,3889759873.56,1.09,4253921479.76,548.21,0.13,1.48,0.04,36149493019.04
2001,3,Company_25,Healthcare,4045350268.5,1.13,4591024691.37,570.14,0.12,1.8,0.0,45638033010.58
2001,4,Company_1,Finance,279950112.11,0.09,26488524.58,45.0,1.7,1.43,0.02,3831015590.37
2001,4,Company_2,Energy,419925168.16,0.12,51085011.68,67.5,1.32,0.73,0.0,2844055219.35
2001,4,Company_3,Technology,559900224.22,0.15,83249648.67,90.0,1.08,1.5,0.02,5221630448.19
2001,4,Company_4,Healthcare,699875280.27,0.18,122982435.53,112.5,0.91,1.39,0.04,8355774510.52
2001,4,Company_5,Finance,839850336.33,0.2,170283372.28,135.0,0.79,1.19,0.01,5337350474.57
2001,4,Company_6,Finance,979825392.38,0.23,225152458.9,157.5,0.7,1.22,0.02,6794326574.05
2001,4,Company_7,Consumer Goods,1119800448.44,0.26,287589695.4,180.0,0.63,0.91,0.03,9479461549.53
2001,4,Company_8,Healthcare,1259775504.49,0.28,357595081.79,202.5,0.57,1.42,0.02,20046798239.27
2001,4,Company_9,Utilities,1399750560.55,0.31,435168618.05,225.0,0.52,1.55,0.03,2544396405.35
2001,4,Company_10,Energy,1539725616.6,0.34,520310304.18,247.5,0.48,1.36,0.02,7574997982.65
2001,4,Company_11,Finance,1679700672.66,0.36,613020140.2,270.0,0.44,1.58,0.04,6520600517.45
2001,4,Company_12,Utilities,1819675728.71,0.39,713298126.1,292.5,0.41,1.02,0.01,13538581455.82
2001,4,Company_13,Utilities,1959650784.77,0.42,821144261.88,315.0,0.38,0.99,0.01,18341256353.47
2001,4,Company_14,Finance,2099625840.82,0.45,936558547.53,337.5,0.36,1.68,0.02,6000285780.79
2001,4,Company_15,Energy,2239600896.88,0.47,1059540983.07,360.0,0.34,0.9,0.02,16617357160.15
2001,4,Company_16,Consumer Goods,2379575952.93,0.5,1190091568.48,382.5,0.32,0.53,0.0,32942016485.45
2001,4,Company_17,Consumer Goods,2519551008.99,0.53,1328210303.77,405.0,0.3,0.84,0.03,5990188255.92
2001,4,Company_18,Healthcare,2659526065.04,0.55,1473897188.94,427.5,0.29,,0.05,37175688604.56
2001,4,Company_19,Healthcare,2799501121.1,0.58,1627152224.0,450.0,0.28,1.73,0.02,9533796242.2
2001,4,Company_20,Finance,2939476177.15,0.61,1787975408.93,472.5,0.26,1.41,0.01,33872684024.9
2001,4,Company_21,Finance,3079451233.21,0.64,1956366743.73,495.0,0.25,1.01,0.03,20981095071.01
2001,4,Company_22,Healthcare,3219426289.26,0.66,2132326228.42,517.5,0.24,1.19,0.03,22523156512.11
2001,4,Company_23,Healthcare,3359401345.32,0.69,2315853862.99,540.0,0.23,1.92,0.03,22270001005.16
2001,4,Company_24,Finance,3499376401.37,0.72,2506949647.43,562.5,0.22,0.85,0.0,6800697022.31
2001,4,Company_25,Technology,3639351457.43,0.74,2705613581.76,585.0,0.22,,0.02,8541003866.68
2002,1,Company_1,Technology,225547366.79,0.1,22072835.44,46.16,2.09,1.34,0.02,4107618637.09
2002,1,Company_2,Manufacturing,338321050.18,0.13,42569039.78,69.24,1.63,1.6,0.01,4241555958.77
2002,1,Company_3,Technology,451094733.57,0.15,69371768.53,92.33,1.33,1.37,0.01,5597641110.11
2002,1,Company_4,Energy,563868416.97,0.18,102481021.69,115.41,1.13,0.59,0.03,10019345296.48
2002,1,Company_5,Energy,676642100.36,0.21,141896799.27,138.49,0.98,1.27,0.02,12192156519.99
2002,1,Company_6,Consumer Goods,789415783.75,0.24,187619101.25,161.57,0.86,,0.02,10207201785.25
2002,1,Company_7,Energy,902189467.15,0.27,239647927.65,184.65,0.77,1.49,0.02,9427379057.85
2002,1,Company_8,Consumer Goods,1014963150.54,0.29,297983278.46,207.73,0.7,1.57,0.02,15992073443.65
2002,1,Company_9,Finance,1127736833.93,0.32,362625153.69,230.81,0.64,1.37,-0.0,9955914668.48
2002,1,Company_10,Finance,1240510517.33,0.35,433573553.32,253.89,0.59,0.82,0.03,9225550979.31
2002,1,Company_11,Technology,1353284200.72,0.38,510828477.37,276.98,0.54,1.31,0.01,27632115838.25
2002,1,Company_12,Finance,1466057884.11,0.41,594389925.82,300.06,0.5,1.16,0.02,26683834798.93
2002,1,Company_13,Finance,1578831567.51,0.43,684257898.69,323.14,0.47,1.02,0.02,23022848572.0
2002,1,Company_14,Technology,1691605250.9,0.46,780432395.97,346.22,0.44,0.77,0.03,24784084460.76
2002,1,Company_15,Healthcare,1804378934.29,0.49,882913417.67,369.3,0.42,0.89,0.02,21463906818.43
2002,1,Company_16,Utilities,1917152617.69,0.52,991700963.77,392.38,0.4,,0.02,16454762811.65
2002,1,Company_17,Consumer Goods,2029926301.08,0.55,1106795034.29,415.46,0.38,1.28,0.03,38816247644.0
2002,1,Company_18,Technology,2142699984.47,0.57,1228195629.22,438.54,0.36,1.48,0.03,5651643669.76
2002,1,Company_19,Healthcare,2255473667.87,0.6,1355902748.56,461.63,0.34,1.04,0.01,14943445298.31
2002,1,Company_20,Healthcare,2368247351.26,0.63,1489916392.31,484.71,0.33,1.67,-0.0,40757500381.87
2002,1,Company_21,Healthcare,2481021034.65,0.66,1630236560.48,507.79,0.31,1.63,-0.0,37065715062.78
2002,1,Company_22,Finance,2593794718.05,0.69,1776863253.06,530.87,0.3,1.91,0.02,26614347719.58
2002,1,Company_23,Finance,2706568401.44,0.71,1929796470.05,553.95,0.29,0.78,0.03,13670069783.31
2002,1,Company_24,Technology,2819342084.83,0.74,2089036211.45,577.03,0.28,1.22,0.02,11600699130.65
2002,1,Company_25,Technology,2932115768.23,0.77,2254582477.26,600.11,0.27,0.73,0.03,52456555306.58
2002,2,Company_1,Technology,282824296.14,0.09,25046508.14,72.86,2.91,1.43,0.03,7233032809.94
2002,2,Company_2,Consumer Goods,424236444.21,0.11,48303979.99,109.29,2.26,1.31,0.02,4693756577.26
2002,2,Company_3,Consumer Goods,565648592.28,0.14,78717597.03,145.73,1.85,1.42,0.01,2089542287.15
2002,2,Company_4,Technology,707060740.36,0.16,116287359.24,182.16,1.57,0.81,0.02,8061086725.72
2002,2,Company_5,Energy,848472888.43,0.19,161013266.64,218.59,1.36,1.01,0.01,16893449091.63
2002,2,Company_6,Finance,989885036.5,0.22,212895319.23,255.02,1.2,1.23,0.01,15866106923.82
2002,2,Company_7,Manufacturing,1131297184.57,0.24,271933517.0,291.45,1.07,0.84,0.02,6981097760.26
2002,2,Company_8,Consumer Goods,1272709332.64,0.27,338127859.95,327.88,0.97,1.52,0.01,6917768882.23
2002,2,Company_9,Healthcare,1414121480.71,0.29,411478348.09,364.32,0.89,1.23,0.05,23192547406.16
2002,2,Company_10,Manufacturing,1555533628.78,0.32,491984981.41,400.75,0.81,1.37,0.02,38336151325.2
2002,2,Company_11,Energy,1696945776.85,0.34,579647759.91,437.18,0.75,0.77,0.03,18312052172.41
2002,2,Company_12,Manufacturing,1838357924.92,0.37,674466683.6,473.61,0.7,0.83,0.03,33758507114.61
2002,2,Company_13,Energy,1979770072.99,0.39,776441752.47,510.04,0.66,1.47,0.03,46825111347.19
2002,2,Company_14,Technology,2121182221.07,0.42,885572966.53,546.47,0.62,0.91,0.03,41721068671.42
2002,2,Company_15,Utilities,2262594369.14,0.44,1001860325.77,582.9,0.58,1.85,0.03,47824630340.58
2002,2,Company_16,Finance,2404006517.21,0.47,1125303830.2,619.34,0.55,0.53,0.04,20070618390.57
2002,2,Company_17,Healthcare,2545418665.28,0.49,1255903479.81,655.77,0.52,1.57,0.03,33228230807.61
2002,2,Company_18,Manufacturing,2686830813.35,0.52,1393659274.6,692.2,0.5,0.99,0.02,51205703034.09
2002,2,Company_19,Technology,2828242961.42,0.54,1538571214.58,728.63,0.47,1.3,0.0,32028939096.08
2002,2,Company_20,Healthcare,2969655109.49,0.57,1690639299.74,765.06,0.45,1.83,0.02,24450044888.77
2002,2,Company_21,Healthcare,3111067257.56,0.59,1849863530.09,801.49,0.43,0.89,0.02,25499100486.14
2002,2,Company_22,Finance,3252479405.63,0.62,2016243905.62,837.92,0.42,0.58,0.0,82162724090.12
2002,2,Company_23,Healthcare,3393891553.7,0.65,2189780426.33,874.36,0.4,1.35,0.04,76245654144.74
2002,2,Company_24,Consumer Goods,3535303701.78,0.67,2370473092.23,910.79,0.38,1.37,0.02,28032478859.58
2002,2,Company_25,Technology,3676715849.85,0.7,2558321903.32,947.22,0.37,1.35,0.0,47333358691.4
2002,3,Company_1,Healthcare,237122335.21,0.03,7817187.43,48.9,6.26,0.47,-0.0,1626354130.73
2002,3,Company_2,Energy,355683502.82,0.04,15076004.33,73.36,4.87,1.0,0.03,5556729019.45
